uniqueId,date,index_name,company,type,rating,price,fluct_rate
134289279202976,2022-06-23,D30,DJ,non-LargeCap,3,185,17.8
134289279195200,2022-05-14,500,SNP,LargeCap,1,,12.16
134289279203408,2022-08-13,SOX,NASDAQ,non-LargeCap,2,101,8.57
134289279197120,2022-01-28,D30,DJ,non-LargeCap,4,129,13.53
134289279201680,2022-07-02,400,SNP,LargeCap,,143,22.54
134289279198560,2022-03-09,NQGI,NASDAQ,non-LargeCap,3,117,10.51
134289279203840,2022-05-04,SOX,NASDAQ,non-LargeCap,2,130,19.32
134289279204080,2022-07-02,400,SNP,LargeCap,4,174,17.55
134289279190832,2022-10-30,300,SNP,LargeCap,3,170,13.33
134289279195872,2022-10-18,D30,DJ,non-LargeCap,4,106,16.06
134289279201824,2022-04-11,SOX,NASDAQ,non-LargeCap,4,150,12.7
134289279196016,2022-08-30,SOX,NASDAQ,non-LargeCap,1,258,16.79
134289279199088,2022-10-24,DSI,DJ,non-LargeCap,3,105,5.48
134289279197936,2022-11-13,IA,DJ,non-LargeCap,4,126,18.55
134289279195920,2022-11-28,DSI,DJ,non-LargeCap,3,128,14.23
134289279198080,2022-09-23,300,SNP,LargeCap,3,131,7.6
134289279195344,2022-08-13,SOX,NASDAQ,non-LargeCap,1,240,16.38
134289279196736,2022-05-01,NQGI,NASDAQ,non-LargeCap,3,251,8.71
134289279191360,2022-01-18,NQGI,NASDAQ,non-LargeCap,4,138,20.68
134289279200240,2022-03-18,300,SNP,LargeCap,3,113,17.23
134289279201488,2022-07-06,D30,DJ,non-LargeCap,3,157,15.62
134289279201104,2022-02-27,400,SNP,LargeCap,4,117,
134289279200096,2022-07-01,400,SNP,LargeCap,4,100,19.55
134289279196448,2022-07-12,NDX,NASDAQ,non-LargeCap,4,101,19.28
134289279198464,2022-10-17,IA,DJ,non-LargeCap,3,103,14.13
134289279191168,2022-06-22,500,SNP,LargeCap,3,171,15.28
134289279194768,2022-11-24,NDX,NASDAQ,non-LargeCap,3,244,20.39
134289279190976,2022-11-24,500,SNP,LargeCap,2,101,20.16
134289279201056,2022-10-22,300,SNP,LargeCap,4,137,15.08
134289279191264,2022-09-25,DSI,DJ,non-LargeCap,2,107,21.42
134289279203072,2022-09-25,D30,DJ,non-LargeCap,2,112,5.64
134289279195728,2022-06-27,400,SNP,LargeCap,4,163,16.67
134289279191408,2022-12-27,300,SNP,LargeCap,3,131,13.14
134289279198416,2022-11-22,DSI,DJ,non-LargeCap,2,,9.13
134289279194960,2022-09-20,D30,DJ,non-LargeCap,5,158,12.26
134289279204464,2022-04-18,DSI,DJ,non-LargeCap,2,122,14.25
134289279192464,2022-08-25,400,SNP,LargeCap,3,155,13.32
134289279194528,2022-10-08,NQGI,NASDAQ,non-LargeCap,3,102,13.56
134289279199232,2022-05-15,D30,DJ,non-LargeCap,1,142,11.98
134289279192752,2022-06-11,500,SNP,LargeCap,1,123,24.62
134289279197504,2022-08-05,NQGI,NASDAQ,non-LargeCap,2,118,21.24
134289279193040,2022-09-27,D30,DJ,non-LargeCap,,104,8.61
134289279193088,2022-09-25,400,SNP,LargeCap,3,122,9.17
134289279189152,2022-02-18,300,SNP,LargeCap,4,101,12.49
134289279203984,2022-11-23,300,SNP,LargeCap,3,177,18.43
134289279189296,2022-10-19,IA,DJ,non-LargeCap,2,106,17.66
134289279205184,2022-06-09,300,SNP,LargeCap,2,143,11.11
134289279201440,2022-09-26,300,SNP,LargeCap,3,236,6.18
134289279270976,2022-11-17,300,SNP,LargeCap,3,135,20.83
134289279271024,2022-05-01,300,SNP,LargeCap,5,129,14.74
134289279271072,,400,SNP,LargeCap,4,139,16.54
134289279271120,2022-02-28,DSI,DJ,non-LargeCap,3,158,17.02
134289279271168,2022-08-12,NDX,NASDAQ,non-LargeCap,2,129,11.14
134289279271216,2022-06-27,NDX,NASDAQ,non-LargeCap,4,144,14.56
134289279271264,2022-09-05,300,SNP,LargeCap,3,111,21.86
134289279271312,2022-01-19,NDX,NASDAQ,non-LargeCap,5,168,15.64
134289279271360,2022-11-03,SOX,NASDAQ,non-LargeCap,2,210,
134289279271408,2022-10-17,DSI,DJ,non-LargeCap,4,249,15.96
134289279271456,,400,SNP,LargeCap,1,114,14.55
134289279271504,2022-02-24,500,SNP,LargeCap,2,107,11.7
134289279271552,2022-06-13,DSI,DJ,non-LargeCap,4,151,15.02
134289279271600,2022-11-07,500,SNP,LargeCap,2,116,8.91
134289279271648,2022-06-08,D30,DJ,non-LargeCap,5,161,12.73
134289279271696,2022-12-24,DSI,DJ,non-LargeCap,2,146,11.48
134289279271744,2022-06-20,NDX,NASDAQ,non-LargeCap,3,164,23.64
134289279271792,2022-09-01,IA,DJ,non-LargeCap,2,141,13.57
134289279271840,2022-12-12,NDX,NASDAQ,non-LargeCap,1,117,16.89
134289279271888,2022-06-01,NDX,NASDAQ,non-LargeCap,2,168,20.05
134289279271936,,D30,DJ,non-LargeCap,4,134,23.25
134289279271984,2022-05-10,IA,DJ,non-LargeCap,3,,18.87
134289279272032,2022-09-25,IA,DJ,non-LargeCap,3,182,18.62
134289279272080,2022-05-09,NDX,NASDAQ,non-LargeCap,4,133,15.79
134289279272128,2022-09-05,IA,DJ,non-LargeCap,2,104,19.58
134289279272176,2022-10-22,IA,DJ,non-LargeCap,3,144,14.33
134289279272224,2023-01-01,SOX,NASDAQ,non-LargeCap,3,193,18.14
134289279272272,2022-05-12,D30,DJ,non-LargeCap,3,113,7.44
134289279272320,2022-08-26,D30,DJ,non-LargeCap,3,138,14.13
134289279272368,2022-08-22,DSI,DJ,non-LargeCap,5,286,21.27
134289279272416,2022-09-03,D30,DJ,non-LargeCap,3,196,11.33
134289279272464,2022-04-19,300,SNP,LargeCap,2,,15.35
134289279272512,2022-07-21,DSI,DJ,non-LargeCap,3,164,
134289279272560,2022-08-07,NDX,NASDAQ,non-LargeCap,3,134,11.85
134289279272608,2022-04-23,300,SNP,LargeCap,4,190,7.02
134289279272656,2022-02-23,SOX,NASDAQ,non-LargeCap,3,160,16.71
134289279272704,2022-10-22,IA,DJ,non-LargeCap,2,129,24.66
134289279272752,2022-04-19,300,SNP,LargeCap,4,152,20.28
134289279272800,2022-08-12,300,SNP,LargeCap,3,141,14.25
134289279272848,2022-10-15,SOX,NASDAQ,non-LargeCap,5,163,10.06
134289279272896,2022-04-28,NQGI,NASDAQ,non-LargeCap,4,138,15.6
134289279272944,2022-07-14,300,SNP,LargeCap,4,112,8.52
134289279272992,2022-05-26,IA,DJ,non-LargeCap,3,113,21.53
134289279273040,2022-10-29,NDX,NASDAQ,non-LargeCap,4,194,20.12
134289279273088,2022-10-27,400,SNP,LargeCap,2,209,15.88
134289279273136,2022-08-02,NDX,NASDAQ,non-LargeCap,3,,18.48
134289279273184,2022-05-04,D30,DJ,non-LargeCap,4,192,17.52
134289279273232,2022-07-07,500,SNP,LargeCap,4,,15.89
134289279273280,2022-07-30,DSI,DJ,non-LargeCap,3,272,13.56
134289279273328,2022-09-05,NDX,NASDAQ,non-LargeCap,5,171,14.1
134289279273376,2022-07-06,500,SNP,LargeCap,3,121,14.98
134289279273424,2022-11-19,SOX,NASDAQ,non-LargeCap,4,171,
134289279273472,2022-09-18,NQGI,NASDAQ,non-LargeCap,3,106,12.73
134289279273520,2022-07-17,DSI,DJ,non-LargeCap,2,112,6.62
134289279273568,2022-09-26,NDX,NASDAQ,non-LargeCap,3,135,7.83
134289279273616,2022-06-17,D30,DJ,non-LargeCap,5,122,11.99
134289279273664,2022-01-23,SOX,NASDAQ,non-LargeCap,4,171,5.7
134289279273712,2022-09-09,400,SNP,LargeCap,1,117,18.86
134289279273760,2022-04-09,IA,DJ,non-LargeCap,2,121,14.79
134289279273808,2022-11-05,SOX,NASDAQ,non-LargeCap,4,115,11.12
134289279273856,2022-05-29,DSI,DJ,non-LargeCap,4,107,20.12
134289279273904,2022-08-23,NQGI,NASDAQ,non-LargeCap,,178,15.34
134289279273952,2022-08-05,NDX,NASDAQ,non-LargeCap,2,157,8.38
134289279274000,2022-05-31,NDX,NASDAQ,non-LargeCap,3,110,9.71
134289279274048,2022-06-22,DSI,DJ,non-LargeCap,4,230,16.58
134289279274096,2022-11-02,IA,DJ,non-LargeCap,2,107,15.85
134289279274144,2022-01-21,500,SNP,LargeCap,5,,22.89
134289279274192,2022-04-25,NQGI,NASDAQ,non-LargeCap,3,110,21.33
134289279274240,,D30,DJ,non-LargeCap,3,142,14.21
134289279274288,2022-08-09,D30,DJ,non-LargeCap,5,134,19.54
134289279274336,2022-07-19,400,SNP,LargeCap,3,215,18.68
134289279274384,2022-04-03,400,SNP,LargeCap,3,206,11.2
134289279274432,2022-04-14,500,SNP,LargeCap,2,140,11.57
134289279274480,2022-05-06,400,SNP,LargeCap,2,142,10.18
134289279274528,2022-12-25,IA,DJ,non-LargeCap,1,103,15.71
134289279274576,2022-05-24,300,SNP,LargeCap,3,107,12.98
134289279274624,2022-02-11,DSI,DJ,non-LargeCap,2,161,13.53
134289279274672,2022-08-26,D30,DJ,non-LargeCap,5,187,14.22
134289279274720,2022-09-14,NQGI,NASDAQ,non-LargeCap,3,234,10.43
134289279274768,2022-05-11,IA,DJ,non-LargeCap,4,149,10.75
134289279274816,2022-03-06,300,SNP,LargeCap,2,107,16.75
134289279274864,2022-05-17,IA,DJ,non-LargeCap,4,182,14.27
134289279274912,2022-07-25,300,SNP,LargeCap,3,148,6.74
134289279274960,2022-04-28,500,SNP,LargeCap,4,160,10.87
134289279275008,2022-02-04,D30,DJ,non-LargeCap,2,107,7.28
134289279275056,2022-03-20,DSI,DJ,non-LargeCap,1,140,12.61
134289279275104,2022-09-04,400,SNP,LargeCap,3,189,20.93
134289279275152,2022-06-05,IA,DJ,non-LargeCap,2,110,17.42
134289279275200,2022-06-20,NDX,NASDAQ,non-LargeCap,2,113,24.84
134289279275248,2022-05-29,500,SNP,LargeCap,3,185,18.92
134289279275296,2022-06-04,IA,DJ,non-LargeCap,4,,20.2
134289279275344,2022-12-05,NQGI,NASDAQ,non-LargeCap,,179,24.85
134289279275392,2022-06-26,D30,DJ,non-LargeCap,,199,22.62
134289279275440,2022-05-26,D30,DJ,non-LargeCap,3,155,17.25
134289279275488,2022-07-11,D30,DJ,non-LargeCap,3,106,17.89
134289279275536,2022-08-31,300,SNP,LargeCap,3,145,13.18
134289279275584,2022-05-05,NDX,NASDAQ,non-LargeCap,3,137,12.78
134289279275632,2022-07-29,DSI,DJ,non-LargeCap,3,136,8.62
134289279275680,2022-05-02,NQGI,NASDAQ,non-LargeCap,2,127,17.22
134289279275728,2022-09-23,500,SNP,LargeCap,2,144,5.46
134289279275776,2022-07-20,400,SNP,LargeCap,1,126,21.08
134289279275824,2022-06-24,IA,DJ,non-LargeCap,2,224,
134289279275872,2022-08-15,400,SNP,LargeCap,4,227,18.41
134289279275920,2022-08-07,NDX,NASDAQ,non-LargeCap,4,181,21.02
134289279275968,2022-05-16,300,SNP,LargeCap,3,114,16.21
134289279276016,2022-09-01,400,SNP,LargeCap,3,180,16.58
134289279276064,2022-01-25,NQGI,NASDAQ,non-LargeCap,,178,12.81
134289279276112,2022-07-28,DSI,DJ,non-LargeCap,3,145,11.6
134289279276160,,NDX,NASDAQ,non-LargeCap,4,128,11.43
134289279276208,2022-03-28,D30,DJ,non-LargeCap,3,192,9.86
134289279276256,2022-09-08,DSI,DJ,non-LargeCap,3,176,22.51
134289279276304,2022-09-26,SOX,NASDAQ,non-LargeCap,2,121,11.49
134289279276352,2022-01-21,D30,DJ,non-LargeCap,5,134,5.85
134289279276400,2022-03-10,SOX,NASDAQ,non-LargeCap,4,117,20.53
134289279276448,2022-05-21,IA,DJ,non-LargeCap,2,118,18.21
134289279276496,2022-10-19,NDX,NASDAQ,non-LargeCap,4,168,7.62
134289279276544,2022-06-30,300,SNP,LargeCap,3,194,10.69
134289279276592,2022-05-23,400,SNP,LargeCap,3,116,15.41
134289279276640,2022-08-03,300,SNP,LargeCap,2,105,13.55
134289279276688,2022-01-03,IA,DJ,non-LargeCap,3,106,12.21
134289279276736,2022-08-11,500,SNP,LargeCap,5,,17.5
134289279276784,2022-05-17,NDX,NASDAQ,non-LargeCap,3,133,10.59
134289279276832,2022-11-14,400,SNP,LargeCap,3,186,21.84
134289279276880,2022-04-20,400,SNP,LargeCap,4,188,14.2
134289279276928,2022-10-09,IA,DJ,non-LargeCap,4,136,15.91
134289279276976,2022-02-25,400,SNP,LargeCap,2,156,11.72
134289279277024,2022-12-24,SOX,NASDAQ,non-LargeCap,5,136,12.39
134289279277072,2022-10-25,400,SNP,LargeCap,,143,15.03
134289279277120,2022-07-01,SOX,NASDAQ,non-LargeCap,3,153,14.77
134289279277168,2022-04-30,400,SNP,LargeCap,4,129,17.78
134289279277216,2022-09-05,NDX,NASDAQ,non-LargeCap,3,124,20.32
134289279277264,2022-11-08,IA,DJ,non-LargeCap,3,103,6.63
134289279277312,2022-02-15,SOX,NASDAQ,non-LargeCap,4,264,10.41
134289279277360,2022-08-28,NDX,NASDAQ,non-LargeCap,2,126,15.63
134289279277408,2022-09-22,IA,DJ,non-LargeCap,3,107,
134289279277456,2022-07-26,DSI,DJ,non-LargeCap,2,182,10.22
134289279277504,2022-02-13,NQGI,NASDAQ,non-LargeCap,2,141,7.39
134289279277552,2022-09-18,SOX,NASDAQ,non-LargeCap,4,152,13.96
134289279277600,2022-06-21,SOX,NASDAQ,non-LargeCap,2,261,7.36
134289279277648,2022-06-16,IA,DJ,non-LargeCap,3,134,19.37
134289279277696,2022-08-09,500,SNP,LargeCap,,189,21.41
134289279277744,2022-07-07,NDX,NASDAQ,non-LargeCap,,110,20.1
134289279277792,2022-03-16,DSI,DJ,non-LargeCap,4,189,12.5
134289279277840,2022-08-30,400,SNP,LargeCap,4,101,21.68
134289279277888,2022-05-01,NQGI,NASDAQ,non-LargeCap,4,110,9.92
134289279277936,2022-05-25,SOX,NASDAQ,non-LargeCap,2,148,9.86
134289279277984,2022-05-07,IA,DJ,non-LargeCap,3,109,23.26
134289279278032,2022-04-27,D30,DJ,non-LargeCap,4,136,16.37
134289279278080,2022-05-22,300,SNP,LargeCap,5,165,10.99
134289279278128,2022-06-07,D30,DJ,non-LargeCap,4,277,6.73
134289279278176,2022-10-05,300,SNP,LargeCap,4,206,20.19
134289279278224,2022-09-14,300,SNP,LargeCap,2,235,14.62
134289279278272,2022-03-09,300,SNP,LargeCap,,,22.83
134289279278320,2022-06-21,500,SNP,LargeCap,2,128,
134289279278368,2022-05-05,400,SNP,LargeCap,4,150,22.27
134289279278416,2022-06-05,500,SNP,LargeCap,5,109,15.09
134289279278464,2022-01-12,IA,DJ,non-LargeCap,4,162,7.23
134289279278512,2022-06-04,400,SNP,LargeCap,2,124,14.81
134289279278560,2022-05-22,NQGI,NASDAQ,non-LargeCap,3,130,21.08
134289279278608,2022-07-07,NQGI,NASDAQ,non-LargeCap,2,104,17.98
134289279278656,2022-03-01,300,SNP,LargeCap,2,102,17.01
134289279278704,2022-10-03,IA,DJ,non-LargeCap,2,126,15.85
134289279278752,2022-04-18,400,SNP,LargeCap,2,135,10.61
134289279278800,2022-10-30,IA,DJ,non-LargeCap,4,123,15.0
134289279278848,2022-05-27,IA,DJ,non-LargeCap,3,108,14.94
134289279278896,,DSI,DJ,non-LargeCap,,122,14.5
134289279278944,2022-11-04,400,SNP,LargeCap,,145,16.16
134289279279040,2022-07-12,500,SNP,LargeCap,3,115,23.03
134289279279136,2022-08-10,IA,DJ,non-LargeCap,3,132,11.01
134289279279184,2022-06-11,DSI,DJ,non-LargeCap,3,229,11.91
134289279279232,2022-05-07,NQGI,NASDAQ,non-LargeCap,2,106,18.44
134289279279280,2022-05-29,400,SNP,LargeCap,3,164,6.14
134289279279328,2022-05-20,SOX,NASDAQ,non-LargeCap,3,104,7.13
134289279279376,2022-08-13,D30,DJ,non-LargeCap,2,101,7.59
134289279279424,2022-07-07,IA,DJ,non-LargeCap,3,125,13.79
134289279279472,2022-11-11,DSI,DJ,non-LargeCap,2,236,15.14
134289279279520,2022-09-21,NDX,NASDAQ,non-LargeCap,3,116,23.99
134289279279568,2022-06-22,400,SNP,LargeCap,4,127,21.28
134289279279616,2022-07-27,NDX,NASDAQ,non-LargeCap,2,103,5.37
134289279279664,2022-09-12,IA,DJ,non-LargeCap,2,241,14.29
134289279279712,2022-03-10,NQGI,NASDAQ,non-LargeCap,1,131,16.05
134289279279760,2022-03-21,DSI,DJ,non-LargeCap,3,151,17.18
134289279279808,2022-08-29,300,SNP,LargeCap,4,101,20.76
134289279279856,2022-03-17,300,SNP,LargeCap,2,120,22.29
134289279279904,2022-10-05,NDX,NASDAQ,non-LargeCap,2,107,23.22
134289279279952,2022-06-03,DSI,DJ,non-LargeCap,2,171,19.51
134289279280000,2022-02-25,IA,DJ,non-LargeCap,5,117,16.42
134289279280048,2022-09-09,IA,DJ,non-LargeCap,1,164,15.19
134289279280096,2022-12-14,D30,DJ,non-LargeCap,5,193,18.5
134289279280144,2022-06-20,NQGI,NASDAQ,non-LargeCap,4,185,11.95
134289279280192,2022-12-25,500,SNP,LargeCap,3,121,16.08
134289279280240,2022-10-06,IA,DJ,non-LargeCap,3,133,14.0
134289279280288,2022-04-27,IA,DJ,non-LargeCap,4,122,13.81
134289279280336,2022-04-03,D30,DJ,non-LargeCap,2,157,10.65
134289279280384,2022-03-21,IA,DJ,non-LargeCap,1,131,9.7
134289279280432,2022-04-23,400,SNP,LargeCap,3,190,6.91
134289279280480,,IA,DJ,non-LargeCap,3,264,
134289279280528,2022-09-28,IA,DJ,non-LargeCap,3,190,14.79
134289279280576,,DSI,DJ,non-LargeCap,3,129,14.32
134289279280624,2022-09-17,400,SNP,LargeCap,2,204,17.71
134289279280672,2022-05-09,D30,DJ,non-LargeCap,,119,
134289279280720,2022-04-21,300,SNP,LargeCap,3,141,11.5
134289279280768,2022-01-20,DSI,DJ,non-LargeCap,2,178,
134289279280816,2022-06-28,SOX,NASDAQ,non-LargeCap,3,144,22.6
134289279280864,,400,SNP,LargeCap,4,126,23.25
134289279280912,2022-06-15,DSI,DJ,non-LargeCap,3,178,24.04
134289279280960,2022-02-07,500,SNP,LargeCap,,241,19.77
134289279281008,2022-05-16,DSI,DJ,non-LargeCap,3,152,20.74
134289279281056,2022-07-12,NQGI,NASDAQ,non-LargeCap,4,148,8.02
134289279281104,,500,SNP,LargeCap,2,172,23.64
134289279281152,2022-07-04,NQGI,NASDAQ,non-LargeCap,5,163,11.41
134289279281200,2022-06-16,DSI,DJ,non-LargeCap,4,189,14.84
134289279281248,2022-06-10,SOX,NASDAQ,non-LargeCap,2,150,8.4
134289279281296,2022-08-01,500,SNP,LargeCap,,113,
134289279281344,2022-10-08,400,SNP,LargeCap,2,122,15.24
134289279281392,2022-09-22,NDX,NASDAQ,non-LargeCap,5,176,9.58
134289279281440,2022-10-03,IA,DJ,non-LargeCap,5,114,21.95
134289279281488,2022-10-08,D30,DJ,non-LargeCap,3,112,
134289279281536,2022-06-01,IA,DJ,non-LargeCap,1,138,5.4
134289279281584,2022-08-03,NQGI,NASDAQ,non-LargeCap,3,204,14.0
134289279281632,2022-11-07,300,SNP,LargeCap,,170,19.05
134289279281680,2022-03-12,D30,DJ,non-LargeCap,3,268,20.81
134289279281728,2022-03-25,NDX,NASDAQ,non-LargeCap,3,108,
134289279281776,2022-03-25,SOX,NASDAQ,non-LargeCap,5,124,8.12
134289279281824,2022-12-21,300,SNP,LargeCap,3,123,16.95
134289279281872,2023-01-01,DSI,DJ,non-LargeCap,3,137,10.23
134289279281920,2022-06-15,SOX,NASDAQ,non-LargeCap,3,169,18.11
134289279281968,2022-04-18,NQGI,NASDAQ,non-LargeCap,1,202,8.23
134289279282016,2022-06-24,IA,DJ,non-LargeCap,1,206,23.08
134289279282064,2022-05-07,NDX,NASDAQ,non-LargeCap,1,195,15.16
134289279282112,2022-08-25,SOX,NASDAQ,non-LargeCap,,170,5.64
134289279282160,2022-04-22,DSI,DJ,non-LargeCap,1,,12.7
134289279282208,2022-12-22,NQGI,NASDAQ,non-LargeCap,1,152,18.58
134289279282256,2022-12-14,D30,DJ,non-LargeCap,2,120,15.75
134289279282304,2022-06-24,500,SNP,LargeCap,3,116,15.44
134289279282352,2022-07-14,NQGI,NASDAQ,non-LargeCap,1,146,17.74
134289279282400,2022-05-21,SOX,NASDAQ,non-LargeCap,3,147,22.13
134289279282448,2022-01-17,500,SNP,LargeCap,3,125,12.37
134289279282496,2022-10-22,D30,DJ,non-LargeCap,3,125,8.47
134289279282544,2022-08-17,DSI,DJ,non-LargeCap,3,115,19.88
134289279282592,2022-04-02,DSI,DJ,non-LargeCap,2,102,15.96
134289279282640,2022-05-16,DSI,DJ,non-LargeCap,3,123,11.38
134289279282688,2022-08-04,400,SNP,LargeCap,4,136,19.8
134289279282736,2022-07-19,NDX,NASDAQ,non-LargeCap,3,185,17.71
134289279282784,2022-03-19,400,SNP,LargeCap,4,113,8.17
134289279282832,2022-09-13,300,SNP,LargeCap,3,116,21.94
134289279282880,2022-12-11,IA,DJ,non-LargeCap,1,188,17.51
134289279282928,2022-08-22,500,SNP,LargeCap,5,156,17.71
134289279282976,,NDX,NASDAQ,non-LargeCap,3,154,7.87
134289279283024,2022-01-23,DSI,DJ,non-LargeCap,4,139,21.67
134289279283072,2022-06-25,DSI,DJ,non-LargeCap,4,192,9.77
134289279283120,,DSI,DJ,non-LargeCap,3,165,22.53
134289279283168,2022-09-09,500,SNP,LargeCap,2,157,5.82
134289279283216,2022-07-12,DSI,DJ,non-LargeCap,2,125,24.64
134289279283264,2022-06-28,NDX,NASDAQ,non-LargeCap,2,111,21.7
134289279283312,2022-11-09,NQGI,NASDAQ,non-LargeCap,5,131,5.59
134289279283360,2022-08-29,300,SNP,LargeCap,4,111,13.98
134289279283408,2022-08-10,DSI,DJ,non-LargeCap,3,127,21.8
134289279283456,2022-03-07,300,SNP,LargeCap,5,122,16.7
134289279283504,2022-03-09,IA,DJ,non-LargeCap,3,121,
134289279283552,2022-07-01,NQGI,NASDAQ,non-LargeCap,3,122,23.66
134289279283600,2022-05-26,NQGI,NASDAQ,non-LargeCap,3,140,6.56
134289279283648,2022-08-13,500,SNP,LargeCap,3,100,15.82
134289279283696,2022-04-09,SOX,NASDAQ,non-LargeCap,3,225,14.28
134289279283744,2022-07-15,NQGI,NASDAQ,non-LargeCap,2,123,
134289279283792,2022-06-08,SOX,NASDAQ,non-LargeCap,3,132,17.35
134289279283840,2022-08-30,D30,DJ,non-LargeCap,1,127,23.77
134289279283888,2022-07-31,NDX,NASDAQ,non-LargeCap,5,,6.02
134289279283936,2022-09-13,300,SNP,LargeCap,,154,13.36
134289279283984,2022-06-26,300,SNP,LargeCap,4,197,17.42
134289279284032,2022-06-05,D30,DJ,non-LargeCap,2,106,9.52
134289279284080,2022-03-02,SOX,NASDAQ,non-LargeCap,4,127,19.22
134289279284128,2022-08-17,NDX,NASDAQ,non-LargeCap,4,237,23.53
134289279284176,2022-05-20,300,SNP,LargeCap,5,100,16.42
134289279284224,2022-08-28,SOX,NASDAQ,non-LargeCap,4,162,9.87
134289279284272,2022-05-12,SOX,NASDAQ,non-LargeCap,2,,16.67
134289279284320,2022-09-28,500,SNP,LargeCap,3,134,18.9
134289279284368,2022-10-14,300,SNP,LargeCap,3,126,18.16
134289279284416,2022-03-29,500,SNP,LargeCap,5,143,24.73
134289279284464,2022-08-28,300,SNP,LargeCap,5,169,15.6
134289279284512,2022-04-08,NDX,NASDAQ,non-LargeCap,3,100,13.61
134289279284560,2022-09-14,D30,DJ,non-LargeCap,4,141,12.29
134289279284608,2022-08-06,IA,DJ,non-LargeCap,4,127,21.96
134289279284656,2022-07-15,NQGI,NASDAQ,non-LargeCap,5,125,16.5
134289279284704,2022-05-02,DSI,DJ,non-LargeCap,4,,22.44
134289279284752,2022-01-31,D30,DJ,non-LargeCap,5,219,20.34
134289279284800,2022-03-07,D30,DJ,non-LargeCap,4,261,14.87
134289279284848,2022-11-12,D30,DJ,non-LargeCap,4,109,9.06
134289279284896,2022-11-12,SOX,NASDAQ,non-LargeCap,1,147,13.47
134289279284944,2022-07-25,300,SNP,LargeCap,3,138,7.79
134289279284992,2022-04-08,NDX,NASDAQ,non-LargeCap,3,256,8.74
134289279285040,,D30,DJ,non-LargeCap,3,157,20.69
134289279285088,2022-10-29,IA,DJ,non-LargeCap,2,156,18.69
134289279285136,2022-08-22,500,SNP,LargeCap,3,131,15.63
134289279285184,2022-09-09,NQGI,NASDAQ,non-LargeCap,4,161,17.53
134289279285232,2022-06-26,DSI,DJ,non-LargeCap,2,,17.44
134289279285280,2022-07-06,500,SNP,LargeCap,4,187,9.54
134289279285328,2022-03-30,SOX,NASDAQ,non-LargeCap,3,127,20.87
134289279285376,2022-02-23,IA,DJ,non-LargeCap,3,112,14.31
134289279285424,2022-09-17,D30,DJ,non-LargeCap,2,231,11.11
134289279285472,2022-05-08,D30,DJ,non-LargeCap,3,,10.56
134289279285520,2022-09-10,IA,DJ,non-LargeCap,2,174,17.89
134289279285568,2022-07-20,IA,DJ,non-LargeCap,3,114,15.21
134289279285616,2022-09-17,DSI,DJ,non-LargeCap,3,100,22.66
134289279285664,2022-04-15,SOX,NASDAQ,non-LargeCap,3,178,8.48
134289279285712,2022-06-01,D30,DJ,non-LargeCap,3,170,11.57
134289279285760,2022-10-26,IA,DJ,non-LargeCap,1,242,7.89
134289279285808,2022-08-01,NQGI,NASDAQ,non-LargeCap,4,167,18.87
134289279285856,2022-05-17,NQGI,NASDAQ,non-LargeCap,,107,17.68
134289279285904,2022-01-27,400,SNP,LargeCap,3,101,17.77
134289279285952,2022-08-03,NDX,NASDAQ,non-LargeCap,3,122,19.94
134289279286000,2022-05-02,400,SNP,LargeCap,3,191,6.16
134289279286048,2022-09-25,NDX,NASDAQ,non-LargeCap,2,154,9.78
134289279286096,2022-07-22,D30,DJ,non-LargeCap,3,110,11.66
134289279286144,2022-06-16,NQGI,NASDAQ,non-LargeCap,5,129,21.22
134289279286192,2022-05-28,500,SNP,LargeCap,5,116,22.09
134289279286240,2022-08-24,DSI,DJ,non-LargeCap,3,105,16.21
134289279286288,2022-11-18,NQGI,NASDAQ,non-LargeCap,3,117,5.33
134289279286336,2022-03-03,SOX,NASDAQ,non-LargeCap,5,154,20.02
134289279286384,2022-06-03,DSI,DJ,non-LargeCap,4,184,18.15
134289279286432,2022-04-25,DSI,DJ,non-LargeCap,1,110,9.9
134289279286480,2022-09-18,NDX,NASDAQ,non-LargeCap,3,127,10.38
134289279286528,2022-11-07,NDX,NASDAQ,non-LargeCap,4,113,11.29
134289279286576,2022-08-26,300,SNP,LargeCap,3,120,23.3
134289279286624,2022-08-01,500,SNP,LargeCap,2,108,8.69
134289279286672,2022-07-07,D30,DJ,non-LargeCap,5,232,16.22
134289279286720,2022-09-04,NQGI,NASDAQ,non-LargeCap,3,153,13.2
134289279286768,2022-04-10,DSI,DJ,non-LargeCap,4,109,20.26
134289279286816,2022-03-22,SOX,NASDAQ,non-LargeCap,2,240,8.47
134289279286864,2022-12-12,D30,DJ,non-LargeCap,4,113,9.9
134289279286912,2022-07-07,400,SNP,LargeCap,4,109,9.99
134289279286960,2022-09-24,SOX,NASDAQ,non-LargeCap,2,187,12.43
134289279287008,2022-07-12,IA,DJ,non-LargeCap,5,196,14.61
134289279287056,2022-08-20,SOX,NASDAQ,non-LargeCap,2,140,11.25
134289279287104,2022-08-07,D30,DJ,non-LargeCap,,105,15.08
134289279287152,2022-03-14,NQGI,NASDAQ,non-LargeCap,4,148,20.88
134289279287200,2022-06-25,500,SNP,LargeCap,1,117,6.65
134289279287248,2022-06-25,500,SNP,LargeCap,2,127,17.09
